sensor_id;sensor_type;location;lat;lon;timestamp;value_type;value
162;pms5003;73;-1.421;36.953;2021-01-01T04:43:03.542371+00:00;P2;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:43:03.542371+00:00;P1;0.60
162;pms5003;73;-1.421;36.953;2021-01-01T04:43:03.542371+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:45:35.503613+00:00;P2;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:45:35.503613+00:00;P1;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:45:35.503613+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:48:07.388325+00:00;P2;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:48:07.388325+00:00;P1;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:48:07.388325+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:50:39.358139+00:00;P2;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:50:39.358139+00:00;P1;2.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:50:39.358139+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:53:11.316471+00:00;P2;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:53:11.316471+00:00;P1;2.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:53:11.316471+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:55:43.292038+00:00;P2;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:55:43.292038+00:00;P1;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:55:43.292038+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:58:15.150529+00:00;P2;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:58:15.150529+00:00;P1;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T04:58:15.150529+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:00:52.305213+00:00;P2;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:00:52.305213+00:00;P1;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:00:52.305213+00:00;P0;0.60
162;pms5003;73;-1.421;36.953;2021-01-01T05:03:24.119359+00:00;P2;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:03:24.119359+00:00;P1;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:03:24.119359+00:00;P0;0.80
162;pms5003;73;-1.421;36.953;2021-01-01T05:05:56.025112+00:00;P2;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:05:56.025112+00:00;P1;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:05:56.025112+00:00;P0;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:08:27.929104+00:00;P2;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:08:27.929104+00:00;P1;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:08:27.929104+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:10:59.877872+00:00;P2;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:10:59.877872+00:00;P1;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:10:59.877872+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:13:31.839600+00:00;P2;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:13:31.839600+00:00;P1;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:13:31.839600+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:16:08.278926+00:00;P2;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:16:08.278926+00:00;P1;1.00
